"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","Country","Timezone","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Created_At","Session_Start_Time"
"27","hospital owner , Bangladesh","ঢাকা হাসপাতাল","17 D.C RAY Rd  ঢাকা","17 D.C RAY Rd","ঢাকা"," ","ঢাকা","BD","Asia/Dhaka","0257310750","02-57310750"," "," ",,,"বেসরকারী হাসপাতাল","হাসপাতাল","Yes","102","3.7","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7130789","Lng 90.4011022","23.7130789,90.4011022","7MMGPC72+6CQ","ChIJaVg3Dx25VTcRIplPXY5pi5w"," ","https://www.google.com/maps/place/?q=place_id:ChIJaVg3Dx25VTcRIplPXY5pi5w","11280225751851309346","https://www.google.com/search?kgmid=/g/11cltq612t","/g/11cltq612t","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaJLvELK62SiUtxj7UDKfaPhTThQfUal684kVG5Ru4JWaW0MTusg0rGY428cQsd8Jight8GpLnv1pIpyvpg8S1TnHSrQWfHA9R5Xf-Isccm--G3i2ou-qMptm94KQm4D01rQ_l0A"," ","https://search.google.com/local/reviews?placeid=ChIJaVg3Dx25VTcRIplPXY5pi5w&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," "," "," "," "," ","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcI8wEoDA","1782504366111","1782504363335"
"28","hospital owner , Bangladesh","কন্টিনেন্টাল হসপিটাল","Plot 15 রোড নং ৭১  ঢাকা 1212","Plot 15 রোড নং ৭১","ঢাকা","1212","ঢাকা 1212","BD","Asia/Dhaka","09666710666","09666-710666","+8802222262466 | +8809666710666","info@continental.health","https://continental.health/","continental.health","বেসরকারী হাসপাতাল","সাধারণ হাসপাতাল","Yes","2127","3.8","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.8050557","Lng 90.41540479999999","23.8050557,90.41540479999999","7MMGRC48+25C","ChIJFe1B2avHVTcRfAScTk7fUfE"," ","https://www.google.com/maps/place/?q=place_id:ChIJFe1B2avHVTcRfAScTk7fUfE","17388925163673486460","https://www.google.com/search?kgmid=/g/11h6q4v0ch","/g/11h6q4v0ch","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbi63wm7Dc-VGSAbJF7gbkmYMVlhI2z7Z2ziJYNtpVT9sa8b7N4kjnDusUOKGQxd0BWAiy2owwO-jNuJwDUEyMcl5Uh8UqyRzoC9RUcc4kWrHs1yfYsOmgTg9MaX4MkAH8umsSGQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://continental.health/&size=48","https://search.google.com/local/reviews?placeid=ChIJFe1B2avHVTcRfAScTk7fUfE&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD","https://www.facebook.com/continental.hospital.bd/"," "," ","https://www.instagram.com/continentalhospitalplc","https://www.youtube.com/@continentalhospitalplc","Continental Hospital was borne out of a vision to provide a complete and one-stop healthcare solution to the people of Bangladesh. Offering world-class medical services and treatment facilities.","Home,HomePage,Hospital in Bangladesh,Best Medical Services Dhaka,Continental Hospital,One-stop healthcare Bangladesh","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcImAIoDQ","1782504366113","1782504363335"
"29","hospital owner , Bangladesh","বি আর বি হসপিটালস লিমিটেড","77/A পান্থপথ  ঢাকা 1215","77/A পান্থপথ","ঢাকা","1215","ঢাকা 1215","BD","Asia/Dhaka","09610010647","09610-010647",,,"http://www.brbhospital.com/","brbhospital.com","হাসপাতাল"," ","Yes","1037","3.7","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7522514","Lng 90.38554889999999","23.7522514,90.38554889999999","7MMGQ92P+W63","ChIJc8P4J724VTcRetQzNU553zk"," ","https://www.google.com/maps/place/?q=place_id:ChIJc8P4J724VTcRetQzNU553zk","4170185156775367802","https://www.google.com/search?kgmid=/g/11c5rv26l1","/g/11c5rv26l1","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFN6HzzGee2nahL1I_HlG5kAIMHyt6PYBrk3GlXPb98K20Yd5Q_9A611unQI8QxzVJp9lCA1oC0-4zjtOM7kV8U2RAkYaAkzOoLeK90OWHKAUlriFx2IkhIJrmyocAY8PDTCJax","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.brbhospital.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJc8P4J724VTcRetQzNU553zk&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD","https://www.facebook.com/brbhospitalslimited","https://bd.linkedin.com/brbhospital","https://twitter.com/brbhospital",,"https://www.youtube.com/channel/brbhospital",,,"0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcIvwIoDg","1782504366115","1782504363335"
"30","hospital owner , Bangladesh","বাংলাদেশ স্পেশালাইজড হাসপাতাল পিএলসি","21 মিরপুর সড়ক  ঢাকা 1207","21 মিরপুর সড়ক","ঢাকা","1207","ঢাকা 1207","BD","Asia/Dhaka","09666700100","09666-700100",,,"http://www.bdspecializedhospital.com/","bdspecializedhospital.com","বেসরকারী হাসপাতাল","ডায়াগনিস্টিক কেন্দ্র","Yes","1696","3.5","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.776352499999998","Lng 90.3630434","23.776352499999998,90.3630434","7MMGQ9G7+G6V","ChIJwafh4brAVTcRp3SVkUmhLIs"," ","https://www.google.com/maps/place/?q=place_id:ChIJwafh4brAVTcRp3SVkUmhLIs","10028567807594427559","https://www.google.com/search?kgmid=/g/11clwbql4_","/g/11clwbql4_","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhXeLLqY9u4sfBOKqrsld7MsaAHwAApAJ69ShLS-ZiaMKEU8hztbFpxgT-mgNZHf2nQnnpmFN2_NA6W7xFxn9GyEtK9b7wHqqS5QPDxpcDGWehAB97y9DHFw8QERRz-vdMjPfc","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bdspecializedhospital.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJwafh4brAVTcRp3SVkUmhLIs&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD","https://www.facebook.com/bdspecializedhospital","https://www.linkedin.com/company/bangladesh-specialized-hospital-plc/mycompany/?viewAsMember=true"," ",,"https://www.youtube.com/channel/UCsKihnoK3UAjXMKcRHsT_9Q","Bangladesh Specialized Hospital PLC. (BSH)is established with a vision to achieve excellence in the field of Health Care and Research. A warm and friendly ambience, high quality medical services and personalized nursing care have been the hallmarks of our hospital",,"0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcI6AIoDw","1782504366117","1782504363335"
"31","hospital owner , Bangladesh","বাংলাদেশ সিটি হসপিটাল","M8M5+VCJ  R820  রোহিতপুর","M8M5+VCJ","রোহিতপুর"," ","রোহিতপুর","BD","Asia/Dhaka","01817127377","01817-127377",,,"http://bangladeshcityhospital.com/","bangladeshcityhospital.com","হাসপাতাল"," ","No","5","4.8","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.684673699999998","Lng 90.3084137","23.684673699999998,90.3084137","7MMGM8M5+V97","ChIJf95Nzoa_VTcRLre0YG9kmwc"," ","https://www.google.com/maps/place/?q=place_id:ChIJf95Nzoa_VTcRLre0YG9kmwc","548142209182250798","https://www.google.com/search?kgmid=/g/11khrff3ms","/g/11khrff3ms","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEp3qWS-_0xCvD7AGz5JE2jVlFLdsGKGtfQfrbfD5c0by09-_GqoJsio3SAJzIi3f_uyoy4UILVskqiad1RXGh6H7XNb4Pd161kxCROnZqdLYcNONOb70_gU2WGeZFqR-7ke9_ntNLMYL0","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://bangladeshcityhospital.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJf95Nzoa_VTcRLre0YG9kmwc&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," ",,,,,"0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcIjwMoEA","1782504366118","1782504363335"
"32","hospital owner , Bangladesh","বাংলাদেশ মেডিকেল কলেজ হাসপাতাল","সড়ক নং ১৪এ  ঢাকা 1209","সড়ক নং ১৪এ","ঢাকা","1209","ঢাকা 1209","BD","Asia/Dhaka","0244812101","02-44812101",,"bmcoffic.09@gmail.com","http://www.bmc-bd.org/","bmc-bd.org","বেসরকারী হাসপাতাল"," ","Yes","1108","4","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7503982","Lng 90.3698206","23.7503982,90.3698206","7MMGQ929+5W4","ChIJLznwi0G_VTcRcbmHZWYiREc"," ","https://www.google.com/maps/place/?q=place_id:ChIJLznwi0G_VTcRcbmHZWYiREc","5135267298294610289","https://www.google.com/search?kgmid=/m/027b2d3","/m/027b2d3","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFENEWoEX7VDI9Y-SwYaH3OxGaxWgIEbgnVfmdkrV3OED6G9Z7etaWJsp60gAvyUcTFD7MwwUs5KVErOyIAtejuGX3cXWzILEnxd_tvvPrMuoYMuRS2l62-TLu5TOU0kgwaH7MIPbybhtA2","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bmc-bd.org/&size=48","https://search.google.com/local/reviews?placeid=ChIJLznwi0G_VTcRcbmHZWYiREc&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," ",,,,,"0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcIuAMoEQ","1782504366119","1782504363335"
"33","hospital owner , Bangladesh","হেলথ এন্ড হোপ হাসপাতাল","152/2/G  Panthapath গ্রীন রোড  ঢাকা 1205","152/2/G","ঢাকা","1205","ঢাকা 1205","BD","Asia/Dhaka","01611216232","01611-216232","+8801611216232","info@healthandhopebd.net","https://healthandhopebd.net/","healthandhopebd.net","হাসপাতাল","ডাক্তার","Yes","282","3.9","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7516276","Lng 90.3855763","23.7516276,90.3855763","7MMGQ92P+M64","ChIJS_BJOKW4VTcRchZJG941_4o"," ","https://www.google.com/maps/place/?q=place_id:ChIJS_BJOKW4VTcRchZJG941_4o","10015783324352058994","https://www.google.com/search?kgmid=/g/1hjhbjcj_","/g/1hjhbjcj_","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGltd4bAF2pbqraA8917mHUqmrSyHR0IowuhjvYs5OiUKOOehxx3V4gM0XQyB-sIgv769KvgYbnMS6Xw0lkJI7Ghxd8ylLSEnLwEh4QfB2KS9fekAi7FuZcmHKjBlT-YZ_rfHCOMQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://healthandhopebd.net/&size=48","https://search.google.com/local/reviews?placeid=ChIJS_BJOKW4VTcRchZJG941_4o&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD","https://www.facebook.com/healthandhopebd/","https://www.linkedin.com/company/esteemsoftbd","https://twitter.com/esteemsoft","https://www.instagram.com/esteemsoft/","https://www.youtube.com/@healthandhopehospital8958",,"  Esteem Soft Limited | Dhaka | bd | Bangladesh  ","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcI3gMoEg","1782504366120","1782504363335"
"34","hospital owner , Bangladesh","ল্যাবএইড কার্ডিয়াক হাসপাতাল","House-01 & 03  রোড-০৪  ঢাকা 1205","House-01 & 03","ঢাকা","1205","ঢাকা 1205","BD","Asia/Dhaka","09666710606","09666-710606",,,"http://www.labaidgroup.com/cardiac","labaidgroup.com","বিশেষায়িত হাসপাতাল","হাসপাতাল","Yes","501","3.9","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.741668","Lng 90.38315879999999","23.741668,90.38315879999999","7MMGP9RM+M77","ChIJTWqomLe4VTcRJSRwKX6DjN8"," ","https://www.google.com/maps/place/?q=place_id:ChIJTWqomLe4VTcRJSRwKX6DjN8","16108394545081754661","https://www.google.com/search?kgmid=/g/11c1q7y_ng","/g/11c1q7y_ng","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOhQZ8QM-YONnA1w5x_eNvYAXT1YJ7x7dxQVk7pruamQdkB1NW6kM1DXOX2ftDmvxuCnPyoB9tCZzugY0QiNAKFuYGiRPn_L3Dmzct-D7S9Wz_Fdt9K-BS7c5qjOX6Ekb8FbqpRA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.labaidgroup.com/cardiac&size=48","https://search.google.com/local/reviews?placeid=ChIJTWqomLe4VTcRJSRwKX6DjN8&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," "," "," "," "," ","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcIhwQoEw","1782504366121","1782504363335"
"35","hospital owner , Bangladesh","হসপিটাল 27 প্লাস","House# 16  Road# 16 Old 27/ Genetic Palaza Dhanmondi  Dhaka  1209","House# 16  Road# 16 Old 27/ Genetic Palaza Dhanmondi  Dhaka","ঢাকা","1209","1209","BD","Asia/Dhaka","0248118146","02-48118146"," "," ",,,"হাসপাতাল"," ","No","55","2.6","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.755429","Lng 90.3731043","23.755429,90.3731043","7MMGQ94F+56H","ChIJ2yi7-aa_VTcRMhrleTW9o88"," ","https://www.google.com/maps/place/?q=place_id:ChIJ2yi7-aa_VTcRMhrleTW9o88","14962010424430893618","https://www.google.com/search?kgmid=/g/11q1qbhc_v","/g/11q1qbhc_v","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLFNz2K9Rb8Y8uOq8tCWi2o9kTZwEBwzIn-MXQVupyuoKnSnEEGJ_v_lvUIetyg1o0BJv59PiWt2s4u-ac64gR8bbkq1jY2lZMrSqwzCJBVyL-9_UdEvvn4EKLdQMMvqmFN8rLRQ"," ","https://search.google.com/local/reviews?placeid=ChIJ2yi7-aa_VTcRMhrleTW9o88&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," "," "," "," "," ","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcIsAQoFA","1782504366122","1782504363335"
"36","hospital owner , Bangladesh","সিটি হাসপাতাল এন্ড ডায়াগনস্টিক সেন্টার","House No#1  8 সাতমসজিদ সড়ক  ঢাকা 1207","House No#1","ঢাকা","1207","ঢাকা 1207","BD","Asia/Dhaka","01815484600","01815-484600"," "," ",,,"বেসরকারী হাসপাতাল","সাধারণ হাসপাতাল","No","425","3.8","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7540074","Lng 90.3654895","23.7540074,90.3654895","7MMGQ938+J55","ChIJSRA-gFC_VTcRQAbrm4TL_U8"," ","https://www.google.com/maps/place/?q=place_id:ChIJSRA-gFC_VTcRQAbrm4TL_U8","5763986868516095552","https://www.google.com/search?kgmid=/g/1tcwdbdt","/g/1tcwdbdt","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUf5ki8UE9QERtm-OUOtVovFHWHQhb9_i7gguqTSp8uq0EsNbxY7SCT6Ws19jVof9cBNnpkX8w-pw_r8xgjo0qQ0mL-VKfHcHMHWAWzA0P6TCaB2fP3U6YBo-m5jI5Ab5DCCmE"," ","https://search.google.com/local/reviews?placeid=ChIJSRA-gFC_VTcRQAbrm4TL_U8&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," "," "," "," "," ","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcI1gQoFQ","1782504366122","1782504363335"
"37","hospital owner , Bangladesh","গ্রিন লাইফ হসপিটাল এলটিডি.","Green Life Hospital  32  Green Road(Bir Uttam KM Shafiullah Sarak  32 গ্রীন রোড  ঢাকা 1205","Green Life Hospital","ঢাকা","1205","32  Green Road(Bir Uttam KM Shafiullah Sarak","BD","Asia/Dhaka","029612345","02-9612345","+8801912502025 | +8801768896433 | +88029612345 | +8801618800088","info@greenlifehospital.com.bd | roydebbrota@gmail.com","https://greenlifehospital.com.bd/","greenlifehospital.com.bd","হাসপাতাল"," ","Yes","106","3.5","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7466132","Lng 90.38570659999999","23.7466132,90.38570659999999","7MMGP9WP+J7W","ChIJhYjaejW5VTcRthU9rwNFM_Q"," ","https://www.google.com/maps/place/?q=place_id:ChIJhYjaejW5VTcRthU9rwNFM_Q","17596484051193894326","https://www.google.com/search?kgmid=/g/11h5sywq1b","/g/11h5sywq1b","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVT9eSpg_3uF-qbD9loFqoXexwEH3ouXnnJFnm2WdTXFk10w5Y4hARMUwX-Q_hFH25J0Xo_6BBx07iRdHHpl1pKM0GxcDf5vNO3HOeXHEiQgVzu6g3MabrU7yn3EYeO35kIZv8Ag","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://greenlifehospital.com.bd/&size=48","https://search.google.com/local/reviews?placeid=ChIJhYjaejW5VTcRthU9rwNFM_Q&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD","https://www.facebook.com/greenlifehospital.official/","https://www.linkedin.com/company/green-life-hospital-ltd"," ",,"https://www.youtube.com/@greenlifehospitalltd.","Green Life Hospital Ltd is a top multi-disciplinary hospital in Bangladesh, providing international standard specialized healthcare services in Dhaka.",,"0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcI_gQoFg","1782504366123","1782504363335"
"38","hospital owner , Bangladesh","শমরিতা হাসপাতাল লিঃ","৮৯  ১ পান্থপথ  ঢাকা 1215","৮৯","ঢাকা","1215","ঢাকা 1215","BD","Asia/Dhaka","0248117619","02-48117619","+880248115405 | +880241010935 | +880241010936 | +880241010937 | +880241010938 | +880248116739 | +880248117614",,"http://samoritahospital.org/","samoritahospital.org","হাসপাতাল"," ","Yes","555","4","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7526151","Lng 90.3851885","23.7526151,90.3851885","7MMGQ93P+23W","ChIJZdjHFKW4VTcR-UY8qw0dRtM"," ","https://www.google.com/maps/place/?q=place_id:ChIJZdjHFKW4VTcR-UY8qw0dRtM","15223887534917175033","https://www.google.com/search?kgmid=/g/1hf3jc1qg","/g/1hf3jc1qg","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRFvpJ_kKvSPXOR4iDc-fXPJP7eyZYdTsMujHgJeOPgTU4_-ZZUKePQdD0N9oDAdzY5HogahZOoe6FvZtpogvoUGD4MXfG_xFe7zZ_LUtnBMCvwryYthby2yrEtxBpiwtmX8X1","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://samoritahospital.org/&size=48","https://search.google.com/local/reviews?placeid=ChIJZdjHFKW4VTcR-UY8qw0dRtM&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD","https://www.facebook.com/samoritahospital","https://www.linkedin.com/company/samorita-hospital-ltd/"," ",,"https://www.youtube.com/@samoritahospitalltd",,,"0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcIqAUoFw","1782504366124","1782504363335"
"39","hospital owner , Bangladesh","নিউ লাইফ হাসপাতাল লিমিটেড","25/A গ্রীন রোড  ঢাকা 1205","25/A গ্রীন রোড","ঢাকা","1205","ঢাকা 1205","BD","Asia/Dhaka","01873966188","01873-966188",,,"https://www.newlifehospital.bd/","newlifehospital.bd","হাসপাতাল"," ","Yes","98","3.3","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.7453889","Lng 90.3853333","23.7453889,90.3853333","7MMGP9WP+544","ChIJCyzp3Tm5VTcRDT5JPzn2MRY"," ","https://www.google.com/maps/place/?q=place_id:ChIJCyzp3Tm5VTcRDT5JPzn2MRY","1599330068428570125","https://www.google.com/search?kgmid=/g/11j1ws8983","/g/11j1ws8983","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8Wt_D_Ly-qv-DEBT7rZQ8NdeJ1vVXAYyArIejpnmjES11hVNxFR0dwzvIkb1uz4-OB1Zi1EYsbVEmnyT_vKIcfm0wGIQseHy6x_Sra9jj9VJoohYPIBgE-i-kVPutw0lTSKZy","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.newlifehospital.bd/&size=48","https://search.google.com/local/reviews?placeid=ChIJCyzp3Tm5VTcRDT5JPzn2MRY&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," ",,,,,"0ahUKEwiI1Yij2qWVAxWDwTgGHabWKjEQ8BcICygG","1782504380534","1782504363335"
"40","hospital owner , Bangladesh","এস আই বি এল ফাউন্ডেশন হসপিটাল","Fattah Plaza  পান্থপথ  70 গ্রীন রোড  1205","Fattah Plaza","ঢাকা","1205","পান্থপথ","BD","Asia/Dhaka","01991150900","01991-150900"," "," ",,,"হাসপাতাল"," ","Yes","73","3.4","open","শনিবার, Open 24 hours; রবিবার, Open 24 hours; সোমবার, Open 24 hours; মঙ্গলবার, Open 24 hours; বুধবার, Open 24 hours; বৃহস্পতিবার, Open 24 hours; শুক্রবার, Open 24 hours; ","Lat 23.750673799999998","Lng 90.3871236","23.750673799999998,90.3871236","7MMGQ92P+7R9","ChIJ0bESs5i5VTcRnwwaZh0HGlU"," ","https://www.google.com/maps/place/?q=place_id:ChIJ0bESs5i5VTcRnwwaZh0HGlU","6132221665466780831","https://www.google.com/search?kgmid=/g/11j3v83_47","/g/11j3v83_47","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXC2IX-DaQ1xuzBhtyKs3b56mAjj501Ow0T9-e88780nrOLqlEG1bazjvX_CkPJjlnwtUhvor4-L2C_IdEKas9zYVaIF0EjnUs4qPLAu2YZYfde14l5t-SEZd1FPkfpxsx3rWeww"," ","https://search.google.com/local/reviews?placeid=ChIJ0bESs5i5VTcRnwwaZh0HGlU&q=hospital+owner+,+Bangladesh&authuser=0&hl=bn&gl=BD"," "," "," "," "," "," "," ","0ahUKEwjup5Sc2qWVAxW-4jgGHdpjC6wQ8BcI0wUoGA","1782504366125","1782504363335"
